item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
TAP-SAN-SWP-SS-304-3938-MB,PCS,Saniware Premier Double Spout Kit. Wall Sink Tap-matt Blk,Kitchen & Sinks,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
"HOS-FLE-GLO-60""",PCS,Glotool Flexible Tube F1/2 X F12 X 60,Outdoor & Garden,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-PHG-5L-D,CAN,5L Platone High Gloss Deep Base,Paint & Sundries,https://www.nipponpaint.com.my/product/platone-high-gloss/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-9K3-0L2,UNIT,Gsr Batt. Screwdriver 185-LI,Hand Tools,https://www.bosch-pt.com.my/my/en/products/gsr-185-li-06019K3083,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
CHA-SAW-STIHL-MS230,UNIT,Stihl Chainsaw 18 Stihl Chain & Guide BAR,"Rope, Chain & Netting",,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-CEI-DEKA-CX156BK12,UNIT,Deka Ceiling Fan X-one 56 Blk,Fans & Ventilation,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0600-8A7-FLO,UNIT,Easy Aqt 110 High P/cleaner,Chemicals & Adhesives,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-375-6L0,UNIT,Gws 060 Angle Grinder,Power Tools,https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/bosch_pt_programme_jan21.pdf,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-HAM-BRU-SBH900M2K,UNIT,Stanley Fatmax V20 Brushless Sds Plus Hammer Drill,Power Tool Accessories,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-FAJAR-FLX-2.5MM-GREY,COIL,Fajar 2.5MM (50/0.25) X Flexible Cable (grey) (COIL),Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-CAB-FLE-P40163CW-ROLL,ROLL,Taicon 40/016 X Flexible Cable,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAR-SHT-GT2-O/B-6',COIL,Glotool PE Trap (GT-02) 6'X70YDS,Plumbing,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-ROOF-20L-T,UNIT,20L Nippon Roof Coating Tint Base,Building Materials,https://www.nipponpaint.com.my/product/roof-coating/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0611-338-5L0,UNIT,Gsh 500 Demolition Hammer,Power Tools,https://www.bosch-pt.com.my/my/en/products/gsh-500-06113386L0,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0611-272-1L4,UNIT,Gbh 2-24 Dre Rotary Hammer Set,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-WTRB-18L-WHITE,CAN,18L Nippon Weatherbond Quartz 145 White,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0600-8A7-AL0,UNIT,Aquatak 125 High P/cleaner,Chemicals & Adhesives,https://www.bosch-diy.com/my/en/p/universalaquatak-125-06008a7al0,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-WTRB-WHI-15004,CAN,18L Nippon Weatherbond Quartz 15004 Ws White,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-WTRB-5L-WHITE,CAN,5L Nippon Weatherbond 145 White,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-6A0-0L0,UNIT,Gkf 550 Router,Power Tools,https://www.bosch-pt.com.my/my/en/products/gkf-550-06016A00L0,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-HIGH-PRE-WAS-K2,UNIT,Karcher K2 Power Vps High Pressure Washer,Power Tools,https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-PRE-WAS-K3-DEL,UNIT,Karcher Pressure Washer K3 Deluxe Premium,Power Tools,https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
X-STA-PRE-WAS-K4,UNIT,Karcher K4 Basic High Pressure Cleaner,Power Tools,https://www.karcher.com/my/en/home-and-garden/products/pressure-washers-c5182,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-2608-600-017,PCS,4 Grinding Disc,Abrasives & Cutting,https://www.bosch-pt.com.my/my/en/pro-metal-bonded-grinding-disc-for-small-angle-grinders-bore-16-mm-osa-3090859-ocs-ac/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
CIMA-DL-L-199Y-RND-18W-CIELO-DL,SET,Cielo Iii 199Y 18W L/dl (rnd/daylight),Lighting,https://www.cimalighting.com.my/product/cielo-199-driver-on-board-led-downlight-12w-18w-sirim-lampu-siling-rumah-round-square-downlight-4-6-white-lights-home-room-ceiling-lighting,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
AGR-NET-SUN-GLO-70%,ROLL,Glotool Sun Shade Netting (70%),"Rope, Chain & Netting",,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
SIN-CKS7406,PCS,Cabana Kitchen Sink CKS7406,Kitchen & Sinks,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
MIR-SBC-600603A,SET,S600 Bathroom Cabinet Set (610X475X450MM),Bathroom,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-CAB-FLE-7076,ROLL,Yazaki 70/076 3C Flexible Cable White,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-CAB-FAJ-2.5MM-80M,ROLL,Fajar 2C X 2MM Twin Flat Wire,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
DC-DCSM03-100EK,SET,Cordless Brushless Angle Grinder 20V,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
PUM-WTR-JHP4-40,UNIT,Water Pump Complete Set JHP4-40,Pumps & Water,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
DC-20V-SETS-XB,SET,"DCZC0424Z, DCPB488Z, / Cordless Full Sets Xb",Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
DC-20V-XA,SET,"20V DCZC22Z, DCJZ2060IZ, - Sets Xa",Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
"DOR-HIN-JTC-SSS-4""",SET,"Smr S/steel Hinges 4""X3""X2.0MM",Doors & Hardware,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
SUMO-SM-138,UNIT,Sumo High Pressure Washer 130 BAR,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
DL5-WAT-FIL-0942-GRY,UNIT,DL5 Dalqua 9''X42 Water Filt Sys-fiber Tank Gry,Other,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
IND-CEM-50KGS,BAG,Portland Limestone Cement,Building Materials,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
"PIP-HDPE-25MM-3/4""",ROLL,"HDPE Pipe 25MM (3/4"") PN12.5(MS-1058)",Plumbing,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
WOO-PLY-3.6MM,PCS,Plywood 3.6MM X 4 X 8,Building Materials,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
IND-GAL-WIRE-20#-COIL,COIL,20 X 12KG Wire,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-ECO-3030-24W,PCS,Hms Downlite Hsp 503-24W 6500K,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TOO-BOS-BAG-101,PCS,Bossman 20V Angle Grinder 105MM,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
IND-WIR-MES-1212-20GX100,ROLL,Wire Mesh 1/2/ X 1/2 X 3 X 20G X 100,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BAT-ENE-MAX-AA4PCS,PCK,En Max Aa 4 Pc,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BAT-ENE-MAX-AAA4PCS,PCK,En Max Aaa 4 Pc,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
WOO-HOE-CANGKUL-HARDWOOD,PCS,Kayu Cangkul (hardwood),Building Materials,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
IND-ALUM-SHE-FLA-0.3MMX3',KGS,Flat Sheet Alum. 0.3MM X 3,Building Materials,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
CEI-FRA-30MM,PCS,Ceiling Frame 30MM,Building Materials,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ROO-ZIN-SHE-10'X35G,PCS,Corrugated Steel Zinc 10 X 35G,Building Materials,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NAI-COM-65MM-20KG,BOX,2 1/2 Wire Nail,Fasteners & Fixings,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-CAB-ZI-C70763G-ROLL,ROLL,Zi 3C X 70/076 PVC Flex Wire (grey),Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
PIP-CON-WHI-20MM3M,LTH,"3/4""(20MM) X 2.9M Eep - White",Plumbing,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NAI-COM-50MM-20KG,BOX,2 Wire Nail,Fasteners & Fixings,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
"DRA-COV-TEC-GRE-9""X17""",PCS,Techplas 9 X 17 Drain Cover - Grey,Plumbing,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
