priority_tier,queue,source_position,item_code,uom,display_name,category,manus_decision,official_product_page,official_image_url,why_failed,hint_page,hint_image,gemini_note
A,gemini_disagreement,,BID-CAB-CB91SS-BL-DIY,PCS,,,candidate,,,Prior file cited page URL for sibling model cb90ss-bl-diy instead of exact model CB91SS-BL-DIY. Sibling substitution.,,,Prior file cited page URL for sibling model cb90ss-bl-diy instead of exact model CB91SS-BL-DIY. Sibling substitution.
A,gemini_disagreement,,DC-SIM-FF10-100,SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/s1m-ff10-100/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/s1m-ff10-100/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
A,gemini_disagreement,,DCJZ1202ITD,SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dcjz1202itd/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dcjz1202itd/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
A,gemini_disagreement,,DC-ZIJ-FF04-13(SET),SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/z1j-ff04-13/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/z1j-ff04-13/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
A,gemini_disagreement,,DC-DSM17-100B,SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dsm17-100b/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dsm17-100b/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
A,gemini_disagreement,,DC-DVC12,SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dvc12/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dvc12/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
A,gemini_disagreement,,DC-DQU08-160,SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dqu08-160/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dqu08-160/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
A,gemini_disagreement,,DC-DZC03-28,SET,,,candidate,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dzc03-28/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.,,,Official manufacturer URL https://www.dongchengmalaysia.com/product/dzc03-28/ is dead/unresponsive and asset is inaccessible. Fails live URL gate.
A,gemini_disagreement,,DC-J1G-FF02-355,SET,,,candidate,,,Prior file candidate asset is an unverified manual desktop screenshot (Screenshot-2024-11-01-152058-1.png) and Dongcheng Malaysia host is dead/unresponsive.,,,Prior file candidate asset is an unverified manual desktop screenshot (Screenshot-2024-11-01-152058-1.png) and Dongcheng Malaysia host is dead/unresponsive.
C,pass2_pending_2501_2558,2501,LAD-ALU-WEL-D07,UNIT,Alum Welded Ladder - D07,Ladders & Access,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2502,LAD-EXT-DOU-15X15,UNIT,Double Ext Ladder 15X15FT,Ladders & Access,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2503,CHE-LUB-HD4D-200ML,TIN,4D Penetrant/lubricant Spray :,Chemicals & Adhesives,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2505,COC-SINK-K505L-WALL,SET,Sink Tap: Lever Type -wall 1/2,Kitchen & Sinks,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2506,CUT-DIS-MARK-01600,PCS,Mr. Mark 110MM Wet Cutting Diamond Wheel (1.4X5X20MM),Abrasives & Cutting,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2507,DC-S1B-FF03-110X100,SET,Orbital Sander,Power Tools,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2508,DOR-KEY-SGEP-S3030/60-SN,PCS,"Sn""st Guchi""single Key & Thumbturn Profile Cyl",Doors & Hardware,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2509,ELE-BUL-THL-15W-E14,PCS,Thl E14 15W Fridge Bulb,Lighting,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2510,FLO-PVC-NO.100-10,ROLL,PVC Flooring No. 100-10,Flooring,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2511,FLO-PVC-NO.483-13,ROLL,PVC Flooring No. 524-08,Flooring,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2512,GUM-HAR-3000W,PCS,Silicone Hardex G/p White,Chemicals & Adhesives,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2513,GUM-RAT-BOSNY-NO.214,CAN,Bosny 400ML Rat Glue (NO:214) (plastic Can),Chemicals & Adhesives,pending,https://www.bosny.com/product/rat-glue/,,PENDING: exact product code and package image are not established by the official page.,,,
C,pass2_pending_2501_2558,2514,LAD-ALU-WEL-D10,UNIT,Alum Welded Ladder - D10,Ladders & Access,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2516,SWI-T/SOC-MS3233-1.5M3G,PCS,Morries Extension Socket 3G 1.5M W Neon (pink),Electrical,pending,,,PENDING: no authoritative exact source/image preserved.,,,
C,pass2_pending_2501_2558,2517,TOO-NIE-ALL-KEY-04MM,PCS,Nietz E/long Ball Point Satin Wrch 53252040 4MM,Power Tools,pending,https://nietz.com.my/product-catalogue/,,PENDING: exact model identity is plausible but exact official image is not preserved.,,,
C,pass2_pending_2501_2558,2518,TOO-SET-W018,SET,W018 18PCS Tool Set,Power Tools,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2520,TRA-SOC-METAL-125502,PCS,Taicon 2G 70/0076 Metal Trailing Socket 5M (125502),Electrical,pending,,,PENDING: exact Taicon source and image unavailable.,,,
C,pass2_pending_2501_2558,2521,CLI-HOS-ORB-M00,PCS,Orbit Hose Clip No : M00,Outdoor & Garden,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2523,"FAS-SCR-CSK-1 1/2"" X 8G-BOX",BOX,Sr Csk Tapping Screw 1 1/2 X 8G (1000PCS/BOX),Fasteners & Fixings,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2524,FLO-PVC-25208,ROLL,PVC Flooring No. K35808,Flooring,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2525,FLO-PVC-501-16,ROLL,PVC Flooring No. K35602,Flooring,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2526,FLO-PVC-D15903,ROLL,PVC Flooring No. K28505,Flooring,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2527,FLO-PVC-K27711,ROLL,PVC Flooring No. K33605,Flooring,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2528,FLO-PVC-NO-7512,ROLL,PVC Flooring No. K20101,Flooring,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2529,FLO-PVC-NO-K10305,ROLL,PVC Flooring No. K35301,Flooring,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2530,FLO-PVC-NO-K11114,ROLL,PVC Flooring No. K11114,Flooring,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2532,MARK-X-STA-MKX-2020,UNIT,Mark-x Angle Grinder Stand,Power Tools,pending,,,PENDING: no authoritative exact source/image preserved.,,,
C,pass2_pending_2501_2558,2533,NUM-PUNC-50730080,SET,Nietz 0-9 Number Punches 8MM 50730080,Signage & Numbering,pending,https://nietz.com.my/product-catalogue/,,PENDING: exact official image not preserved.,,,
C,pass2_pending_2501_2558,2534,PEN-T200-GREY,PAIL,Pentens T200 Fleseal GREY-5KG,Housewares,pending,https://www.pentens.com/en/product-detail/T-200/,,PENDING: material 5 kg packaging variant lacks exact official image evidence.,,,
C,pass2_pending_2501_2558,2535,PEN-T200-WHI,PAIL,Pentens T200 Fleseal WHITE-5KG,Housewares,pending,https://www.pentens.com/en/product-detail/T-200/,,PENDING: material 5 kg packaging variant lacks exact official image evidence.,,,
C,pass2_pending_2501_2558,2536,TOO-COM-W0287N-21MM,PCS,Com Ratchet Wrench 21MM,Hand Tools,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2538,WEL-ELE-J38.12-3.2MM,BOX,Welding Electrode X 3.2MM (BOX),Welding,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2539,X-FLO-MOC-KH19T01,PCS,"8""X8 Homogeneous Tiles",Power Tools,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2540,ADH-GLU-PE175GM,SET,175GM E P Glue,Chemicals & Adhesives,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2542,BOS-0600-8A7-508,PCS,(508) 3 IN 1 Nozzle,Power Tool Accessories,pending,https://www.bosch-diy.com/my/en/p/universalaquatak-125-06008a7al0,,PENDING: exact Bosch nozzle part-code mapping is unresolved.,,,
C,pass2_pending_2501_2558,2543,CHA-CAP-SQU-EXT-25MM,PCK,Square External Cap 25MM (4PCS/PCK),Outdoor & Garden,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2544,CUT-DIS-MARK-00900,PCS,Mr. Mark 108MM Segmented Diamond Wheel (1.8X8X20MM),Abrasives & Cutting,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2545,FAS-SCR-TECH-WOOD-50MM-BOX,BOX,Techscrew-wood Screw X 50MM (250PCS/BOX),Fasteners & Fixings,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2546,GAR-SPR-16LTR-BB3G,SET,Knapsack Sprayer (BB-3G),Outdoor & Garden,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2547,HOS-CON-STO-ECO4112,PCS,"Ecogreen- Quick Connector W. Wtr Stop 5/8""-3/4",Outdoor & Garden,pending,,,PENDING: no authoritative exact source/image preserved.,,,
C,pass2_pending_2501_2558,2548,KGR-KIM-1L-9215,TIN,1 Litre KIMTONE-9215,Paint & Sundries,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2549,PAI-ROL-REF-CRI-7,PCS,"7""XD6 Cristin Rainbow Refill",Paint & Sundries,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2550,PAP-WALL-HAVANA-11866-12,ROLL,Wallpaper Havana 11866-12(10MX53CM),Paint & Sundries,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2551,SHH-YEL-HOSE-10MMX2MM,MTR,Yellow Hose (10MMX2MM),Outdoor & Garden,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2552,TOO-WRE-PIP-W450C,PCS,Heavy Pipe Wrench (450MM),Hand Tools,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2553,WAL-DOW-YB-A7201S/W/AB,PCS,Outdoor Gate Light YB-A7201S/W/AB,Doors & Hardware,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
C,pass2_pending_2501_2558,2555,ADH-TAP-SEA-3255,PCS,Calvallo 3255 Yellow Seal Tape,Chemicals & Adhesives,pending,,,PENDING: no authoritative exact source/image preserved.,,,
C,pass2_pending_2501_2558,2556,BAS-AGRI-BASK-V1034,PCS,Rayaco Metal Handle Fruit& Veg Basket 59X37X32CM,Doors & Hardware,pending,,,PENDING: no authoritative exact source/image preserved.,,,
C,pass2_pending_2501_2558,2558,GAR-HOE-JM3812,PCS,Jayamata Hoe-d Curve,Outdoor & Garden,pending,,,PENDING: no exact authoritative source and image were preserved.,,,
